"No.","Time","Source","Destination","Protocol","Length","Signal strength (RSSI)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"2390","12.568123","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1366, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2414","12.670521","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-55 dBm","-90 dBm","35 dB","Beacon frame, SN=1367, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2434","12.772803","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-90 dBm","42 dB","Beacon frame, SN=1368, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2456","12.876285","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-90 dBm","42 dB","Beacon frame, SN=1369, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2487","13.080244","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-90 dBm","41 dB","Beacon frame, SN=1371, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2504","13.182407","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-90 dBm","41 dB","Beacon frame, SN=1372, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2517","13.284778","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-58 dBm","-90 dBm","32 dB","Beacon frame, SN=1373, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2542","13.387199","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-90 dBm","42 dB","Beacon frame, SN=1374, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2561","13.492351","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-48 dBm","-90 dBm","42 dB","Beacon frame, SN=1375, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2578","13.594685","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-55 dBm","-90 dBm","35 dB","Beacon frame, SN=1376, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
